ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL509924,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,394.46,4.0,0.727,2.73
CHEMBL1200903,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],260.27,4.0,0.583,1.35
CHEMBL1256818,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,370.33,4.0,0.667,3.38
CHEMBL2142890,CC(=O)NC(CCC(=O)O)C(=O)O,189.17,4.0,0.571,-0.56
CHEMBL1697751,CC(C)Nc1ncccn1.O=P(O)(O)O,235.18,4.0,0.429,1.3
CHEMBL2110727,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1,696.96,3.0,0.415,8.74
CHEMBL1963502,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,330.39,1.0,0.1,4.5
CHEMBL303960,COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1,450.6,2.0,0.583,2.94
CHEMBL1237104,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,375.94,4.0,0.409,4.28
CHEMBL1201271,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,433.04,4.0,0.357,6.54
CHEMBL4094440,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,468.54,2.0,0.04,4.01
CHEMBL1190,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,258.49,4.0,1.0,3.52
CHEMBL2103876,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,462.49,3.0,0.4,5.69
CHEMBL515564,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,569.73,2.0,0.821,6.86
CHEMBL3545154,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,491.35,3.0,0.261,5.38
CHEMBL2303621,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl,811.81,4.0,0.45,6.22
CHEMBL1286,CC[C@@H](C(N)=O)N1CCCC1=O,170.21,4.0,0.75,-0.13
CHEMBL2041980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,393.39,1.0,0.111,3.82
CHEMBL2180408,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,353.43,1.0,0.421,2.13
CHEMBL3969876,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccc21.Cl,536.12,2.0,0.667,2.4
CHEMBL64130,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,240.21,3.0,0.071,2.26
CHEMBL2105687,CCCN[C@@H]1CCc2nc(N)sc2C1.Cl.Cl.O,302.27,2.0,0.7,1.58
CHEMBL1201242,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,308.43,4.0,0.35,3.22
CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,539.64,4.0,0.258,3.62
CHEMBL2338675,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,363.22,4.0,0.6,-2.52
CHEMBL4297183,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,409.92,3.0,0.409,4.37
CHEMBL284483,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,284.27,2.0,0.636,-2.21
CHEMBL3301620,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,473.49,1.0,0.25,1.63
CHEMBL1200803,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,480.56,4.0,0.444,3.86
CHEMBL298470,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,463.5,4.0,0.375,5.91
CHEMBL3545403,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,473.58,2.0,0.1,6.32
CHEMBL560993,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,348.38,2.0,0.143,4.31
CHEMBL2107455,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,374.37,3.0,0.059,2.53
CHEMBL475717,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,260.22,1.0,0.6,-1.57
CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,753.94,4.0,0.581,2.73
CHEMBL4594298,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,688.74,3.0,0.237,5.32
CHEMBL2105715,Cl.Cl.O.O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,420.38,2.0,0.632,1.44
CHEMBL4650285,Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,453.57,2.0,0.455,2.71
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,263.38,4.0,0.263,3.83
CHEMBL3989703,O.O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,297.36,2.0,0.846,0.61
CHEMBL3287218,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,512.68,2.0,0.448,4.62
CHEMBL3674570,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,461.61,2.0,0.556,5.97
CHEMBL2107703,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O,518.42,4.0,0.125,7.3
CHEMBL254857,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.85,4.0,0.35,2.79
CHEMBL1200878,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,532.65,4.0,0.767,4.41
CHEMBL1241951,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,572.56,4.0,0.31,5.71
CHEMBL4297383,Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,402.45,2.0,0.167,4.67
CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.39,4.0,0.375,2.81
CHEMBL258405,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,311.3,3.0,0.062,2.87
CHEMBL1371200,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],396.57,4.0,0.727,3.89
CHEMBL441687,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,822.94,2.0,0.857,2.25
CHEMBL1201204,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,612.65,4.0,0.28,0.33
CHEMBL1089,NNCCc1ccccc1,136.2,4.0,0.25,0.69
CHEMBL2057301,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5,2.0,0.952,4.6
CHEMBL1584,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,410.58,4.0,0.458,4.98
CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.31,4.0,1.0,-0.28
CHEMBL1201173,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,344.5,4.0,0.818,3.94
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.18,4.0,0.077,3.75
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.31,4.0,0.077,2.76
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,260.25,4.0,0.167,1.11
CHEMBL282052,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.3,4.0,0.125,3.0
CHEMBL1987462,CCCCNCC(O)c1ccc(O)cc1,209.29,4.0,0.5,1.82
CHEMBL206834,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,576.63,2.0,0.3,5.39
CHEMBL1484251,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,578.38,4.0,0.273,4.18
CHEMBL431733,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,544.74,3.0,0.333,1.06
CHEMBL1200455,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,821.14,4.0,0.526,-1.63
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.22,4.0,0.556,-0.5
CHEMBL1564,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,317.86,4.0,0.368,3.89
CHEMBL1188395,NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,295.36,2.0,0.357,3.01
CHEMBL191482,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,312.37,2.0,0.222,3.18
CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],161.2,4.0,0.857,-1.81
CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.36,4.0,0.438,1.92
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,284.41,4.0,0.25,2.5
CHEMBL1200393,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,395.86,4.0,0.474,2.28
CHEMBL7257,COc1ccc2[nH]cc(CCN(C)C)c2c1,218.3,1.0,0.385,2.28
CHEMBL59,NCCc1ccc(O)c(O)c1,153.18,4.0,0.25,0.6
CHEMBL486819,CC(=O)O.CC(=O)O.NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,625.56,3.0,0.308,4.18
CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],420.35,4.0,0.381,2.7
CHEMBL206815,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,414.51,2.0,0.471,0.45
CHEMBL1258517,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,488.55,1.0,0.4,2.78
CHEMBL1234,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,656.8,4.0,0.808,0.92
CHEMBL52333,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,356.47,3.0,0.75,2.78
CHEMBL1512949,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,459.57,3.0,0.269,4.36
CHEMBL181886,CC(=O)C(=O)[O-].[Na+],110.04,2.0,0.333,-0.34
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,4.0,0.13,2.11
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,229.63,4.0,0.0,-1.08
CHEMBL1201198,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,228.22,4.0,0.1,0.18
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,4.0,0.059,2.66
CHEMBL252164,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,465.55,2.0,0.385,4.13
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,4.0,0.364,3.21
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,286.24,2.0,0.0,2.28
CHEMBL1200592,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,414.59,4.0,0.808,5.29
CHEMBL918,NC(=O)NC(=O)Cc1ccccc1,178.19,4.0,0.111,0.42
CHEMBL3182444,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,461.95,1.0,0.318,5.71
CHEMBL1446,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,582.58,4.0,1.0,-7.29
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.47,4.0,0.727,1.9
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,383.38,4.0,0.25,2.88
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.44,4.0,0.273,3.68
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.36,4.0,0.222,4.83
CHEMBL1560089,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,434.45,4.0,0.421,-2.28
CHEMBL1221,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,397.76,4.0,0.167,6.52
CHEMBL2021430,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],516.41,4.0,0.727,2.01
CHEMBL1200778,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,304.73,4.0,0.636,-2.71
CHEMBL1236475,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,248.24,2.0,0.889,-2.84
CHEMBL1387,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,298.43,4.0,0.75,3.64
CHEMBL530,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.43,4.0,0.8,1.41
CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,344.5,4.0,0.818,4.84
CHEMBL2106419,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,648.2,4.0,0.333,6.48
CHEMBL1488,Oc1ncc(N(CCCl)CCCl)c(O)n1,252.1,4.0,0.5,1.17
CHEMBL1463,Nc1nc(=O)[nH]cc1F,129.09,4.0,0.0,-0.51
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.83,4.0,0.263,3.55
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,211.26,4.0,0.455,1.13
CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1,170.24,4.0,0.429,1.38
CHEMBL5095238,Cc1cc(F)c2[nH]c(=O)n(C3CCN(C4CCOCC4)CC3)c2c1,333.41,1.0,0.611,2.59
CHEMBL5095215,CC/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/CSCC(=O)C(F)(F)F,386.52,1.0,0.476,6.99
CHEMBL5095260,C[C@@H]1COCCN1c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(-c3cc[nH]n3)c2n1,410.48,1.0,0.571,1.9
CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.89,4.0,0.333,4.0
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.13,4.0,0.167,6.45
CHEMBL266497,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,236.2,3.0,0.273,0.64
CHEMBL1712923,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,372.17,1.0,0.0,2.01
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.15,4.0,0.071,4.36
CHEMBL1511957,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl,359.9,4.0,0.381,3.85
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,4.0,0.409,4.14
CHEMBL1607480,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl,496.9,4.0,0.409,-1.24
CHEMBL4297067,O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,332.31,4.0,0.1,2.84
CHEMBL4783446,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,543.54,2.0,0.5,0.8
CHEMBL449317,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,610.57,3.0,0.536,-1.16
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,414.48,4.0,0.381,2.48
CHEMBL107367,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,546.62,2.0,0.147,6.61
CHEMBL3666807,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,606.63,2.0,0.344,4.6
CHEMBL2105611,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,416.65,4.0,0.778,5.56
CHEMBL2068841,O=[N+]([O-])c1nccn1CC(O)CF,189.15,2.0,0.5,0.12
CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,415.43,2.0,0.389,0.68
CHEMBL3126832,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,473.62,1.0,0.7,0.52
CHEMBL4297475,CCc1c2c(nc3ccc(OC(=O)N4CCC(CCn5ccc6cc(-n7c(-c8cc(C(C)C)c(O)cc8O)n[nH]c7=O)ccc65)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,879.97,1.0,0.347,6.97
CHEMBL3818875,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,447.47,2.0,0.476,3.4
CHEMBL1236936,O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,565.71,2.0,0.278,7.05
CHEMBL2110756,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,755.99,2.0,0.9,4.53
CHEMBL1201261,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,641.02,4.0,0.467,4.89
CHEMBL1278118,COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,441.46,1.0,0.318,3.15
CHEMBL178654,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,574.06,1.0,0.194,6.68
CHEMBL1200543,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,450.47,4.0,0.409,3.41
CHEMBL4089731,Cn1ncc(S(=O)(=O)N2CC[C@H]3Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)n1,589.58,1.0,0.346,3.23
CHEMBL477278,N[C@@H](Cc1ccc(OCC[18F])cc1)C(=O)O,226.24,2.0,0.364,0.99
CHEMBL1201,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.64,4.0,0.391,3.47
CHEMBL4297309,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1.O=P(O)(O)O,464.5,1.0,0.455,3.5
CHEMBL3087323,Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,249.25,1.0,0.5,-1.11
CHEMBL4078588,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,399.49,2.0,0.32,4.32
CHEMBL220808,Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,348.42,3.0,0.227,4.37
CHEMBL1200828,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,323.91,4.0,0.684,3.94
CHEMBL4650312,O=C(O)CCc1ccc(S(=O)(=O)CCc2c(CCNS(=O)(=O)Cc3ccccc3C(F)(F)F)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1,823.36,1.0,0.214,8.65
CHEMBL2106468,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,324.38,1.0,0.5,1.31
CHEMBL2336325,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,462.55,2.0,0.44,2.5
CHEMBL4297500,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC/C(=N\O)[C@](C)(CCCO)[C@H]3CC[C@]12C,405.67,2.0,0.962,6.91
CHEMBL1206232,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,396.33,3.0,0.222,3.36
CHEMBL2105665,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,507.67,3.0,0.741,4.03
CHEMBL1084430,CO[C@@H]1[C@H](OP(=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,587.51,2.0,0.55,-1.05
CHEMBL1208155,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,631.6,4.0,0.281,5.54
CHEMBL1200768,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],568.57,4.0,0.318,-1.3
CHEMBL2354444,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,627.64,3.0,0.531,1.55
CHEMBL2152922,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,432.52,1.0,0.696,2.63
CHEMBL1863513,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,430.54,4.0,0.68,2.33
CHEMBL4297350,C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,442.32,1.0,0.211,5.63
CHEMBL4297492,CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1,390.53,2.0,0.75,2.93
CHEMBL439338,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(O)n3)CC2)cc(C(F)(F)F)n1,456.54,2.0,0.6,3.59
CHEMBL4297603,[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],401.55,3.0,0.333,5.08
CHEMBL412873,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,234.39,4.0,1.0,2.35
CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,222.24,2.0,0.0,3.46
