ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL575060,N[C@@H](CCC(=O)O)C(=O)O,147.13,3.0,0.6,-0.74
CHEMBL273264,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,347.38,3.0,0.0,2.65
CHEMBL2435707,CCCCOc1c(OCCCC)c(=O)c1=O,226.27,2.0,0.667,1.64
CHEMBL4779850,CN1C2CC(OC(=O)C(O)(CO)c3ccccc3)CC1C1OC12,319.36,3.0,0.588,0.02
CHEMBL2105950,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],387.39,4.0,0.438,0.02
CHEMBL1265,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,412.53,4.0,0.393,6.68
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.37,4.0,0.6,1.61
CHEMBL1201335,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.44,4.0,0.632,2.46
CHEMBL3545391,CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc4c(c3)OCO4)C[C@@]21C,430.54,2.0,0.536,5.07
CHEMBL117348,Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21,457.45,3.0,0.35,-0.52
CHEMBL2145077,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,505.06,4.0,0.519,3.31
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.52,4.0,0.231,5.11
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,432.5,4.0,0.292,3.41
CHEMBL368347,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,362.42,2.0,0.4,2.12
CHEMBL558752,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,518.42,2.0,0.125,6.93
CHEMBL2103875,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,615.4,4.0,0.231,3.94
CHEMBL1200474,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,501.32,4.0,0.381,0.26
CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.14,4.0,1.0,-1.06
CHEMBL95889,C[N+](C)(C)CC(=O)O,118.16,4.0,0.8,-0.22
CHEMBL3694493,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21,678.53,2.0,0.5,7.78
CHEMBL105318,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,244.22,2.0,0.6,-0.54
CHEMBL3545040,CC(C)(C)OC(=O)NCCN1CC2CN(C[C@H](O)COc3ccc(C#N)cc3)CC(C1)O2,446.55,2.0,0.652,1.21
CHEMBL3545211,CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4C(CC[C@@]32C)c2ccc(O)cc2C[C@H]4C)c(OC)c1,505.74,2.0,0.636,7.43
CHEMBL2105740,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+],476.9,4.0,0.222,3.96
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,249.32,4.0,0.188,2.47
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,371.83,4.0,0.077,2.3
CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47,4.0,0.5,3.49
CHEMBL8809,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,347.24,1.0,0.533,2.92
CHEMBL215645,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,400.43,4.0,0.5,2.76
CHEMBL816,NCCN,60.1,3.0,1.0,-1.1
CHEMBL16080,CC(Cl)(Cl)Cl,133.41,4.0,1.0,2.38
CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,356.23,1.0,0.417,0.4
CHEMBL4279455,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,831.91,3.0,0.556,4.47
CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,259.35,4.0,0.562,2.57
CHEMBL1493,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,391.47,4.0,0.333,4.41
CHEMBL3989551,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O,461.02,4.0,0.944,-0.86
CHEMBL4297598,C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1,410.92,3.0,0.333,6.58
CHEMBL5095251,CC(=O)Nc1nc(F)c(CN2CC[C@H](OCc3noc(C)n3)C[C@@H]2C)s1,383.45,2.0,0.625,2.5
CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,299.37,4.0,0.611,1.93
CHEMBL559,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.87,4.0,0.133,4.56
CHEMBL4558527,Cc1nc(Nc2cccc(N3CCCC3=O)n2)sc1-c1cc2c(c(S(C)(=O)=O)c1)C(=O)N([C@@H](C)C1CC1)C2,551.69,1.0,0.407,4.54
CHEMBL3545341,Cl.O=c1[nH]ccc2cc(OC3CCNCC3)ccc12,280.76,2.0,0.357,1.66
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,286.2,1.0,0.571,3.26
CHEMBL3545094,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)C/C=C/C(O)(CC)CC)=CCC23)C[C@@H](O)C[C@@H]1O,440.67,2.0,0.655,6.18
CHEMBL1201218,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,490.52,4.0,0.316,-0.04
CHEMBL77,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4,282.34,3.0,0.933,2.39
CHEMBL2107797,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.45,4.0,0.762,3.88
CHEMBL2023895,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,532.6,4.0,0.2,2.13
CHEMBL4651002,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,535.79,2.0,0.16,7.56
CHEMBL4847106,C[C@@H]1CC[C@@H](Nc2nc(NC(C)(C)C)ncc2C(N)=O)C[C@H]1O,321.43,2.0,0.688,1.75
CHEMBL404431,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,392.54,3.0,0.955,3.25
CHEMBL5095497,COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC,500.48,1.0,0.28,5.32
CHEMBL2146083,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O.O=S(=O)(O)O,520.58,4.0,0.45,3.17
CHEMBL4650282,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,608.93,2.0,0.276,7.56
CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1,199.32,4.0,1.0,1.56
CHEMBL5095206,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12,412.66,3.0,0.714,6.76
CHEMBL5095423,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,391.54,1.0,0.65,2.6
CHEMBL5095219,C[C@@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,475.54,1.0,0.444,1.56
CHEMBL5095191,CC(=O)c1c(C)c2cnc(N[C@@H]3CCOC[C@H]3O)cc2n(C2CCCC2)c1=O,385.46,1.0,0.571,2.58
CHEMBL3989510,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl,321.89,4.0,0.579,3.88
CHEMBL5095509,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1,328.42,2.0,0.294,3.22
CHEMBL5095216,CC(C)CCn1c(CN2C(=O)N(C3CC3)Cc3ccccc32)nc2cc(CN)ccc21,417.56,1.0,0.44,4.65
CHEMBL5095021,COc1ccc(CC(=O)O)cc1Oc1ccc(NC(=O)C(C)(C)C)cc1CSC(C)(C)C,459.61,1.0,0.44,6.13
CHEMBL1088750,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,416.47,3.0,0.364,4.05
CHEMBL5095211,COCCN1CCCc2cc3c(c(C4CC4)c21)CCNCC3,300.45,1.0,0.684,2.65
CHEMBL5095185,CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,476.55,1.0,0.5,2.61
CHEMBL5095050,CCCCCCCCCCCCOS(=O)(=O)O.CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,573.88,4.0,0.806,3.2
CHEMBL2106418,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[Na+],786.34,2.0,0.409,-0.35
CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,287.36,4.0,0.294,2.35
CHEMBL3183184,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,290.4,4.0,0.5,4.47
CHEMBL270362,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,370.45,1.0,0.5,4.38
CHEMBL2111110,C1CCC2(C1)[C@H]1CN(CC3CC3)C[C@@H]2CN(CC2CC2)C1,288.48,3.0,1.0,3.23
CHEMBL5073622,C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1,351.37,1.0,0.222,1.48
CHEMBL925,N[C@@H](Cc1ccc(O)cc1)C(=O)O,181.19,4.0,0.222,0.35
CHEMBL71733,C[n+]1cccc(C(N)=O)c1,137.16,2.0,0.143,-0.39
CHEMBL3545029,CN1CC2CCN(c3ccc(-c4ccc(-n5ncccc5=O)cc4)cc3)C2C1,372.47,2.0,0.304,3.04
CHEMBL2062262,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,317.29,4.0,0.385,0.77
CHEMBL4594257,CCOC(=O)[C@H](C)N[P@](=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,506.43,2.0,0.333,2.9
CHEMBL3545224,Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,566.73,2.0,0.852,2.48
CHEMBL440115,O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO,375.47,1.0,0.304,3.78
CHEMBL4594452,CCCCCCCCC=CCCCCCCC(O)C(=O)O,298.47,2.0,0.833,5.08
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,263.38,4.0,0.625,2.63
CHEMBL4206033,C[C@H]1C[C@@H](n2c(Nc3ccc(OC(F)(F)F)cc3)nc3cc(CCC(=O)O)ccc32)CC(C)(C)C1,489.54,1.0,0.462,7.08
CHEMBL296522,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,323.82,3.0,0.562,2.14
CHEMBL1875999,C[C@]12CC[C@H](O)CC1=CC(=O)C1C2CC[C@]2(C)C(=O)CCC12,302.41,2.0,0.789,3.06
CHEMBL3187365,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,285.77,4.0,0.294,4.26
CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,467.65,4.0,0.793,4.41
CHEMBL502109,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],354.02,4.0,0.727,6.57
CHEMBL189959,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)COP(=O)(O)O,436.53,2.0,0.857,5.04
CHEMBL2106065,CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O.Cl,358.31,3.0,0.471,3.42
CHEMBL4297064,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,282.81,4.0,0.533,1.77
CHEMBL513521,Cl.NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,525.55,2.0,0.48,4.23
CHEMBL4803710,CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,436.45,1.0,0.227,3.14
CHEMBL3989768,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,443.49,4.0,0.619,3.08
CHEMBL288149,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,353.42,2.0,0.5,1.84
CHEMBL1256696,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,525.6,4.0,0.615,3.4
CHEMBL3545328,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,444.54,1.0,0.32,3.41
CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1,192.26,4.0,0.417,2.51
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,187.29,4.0,0.385,2.18
CHEMBL1201057,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],380.44,4.0,0.688,1.43
CHEMBL959,CC(N)C12CC3CC(CC(C3)C1)C2,179.31,4.0,1.0,2.55
CHEMBL600,CC(=O)N[C@@H](CS)C(=O)O,163.2,4.0,0.6,-0.49
CHEMBL1200759,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,292.55,4.0,0.2,1.93
CHEMBL1201174,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,523.33,4.0,0.438,2.02
CHEMBL695,CN1C(=O)OC(C)(C)C1=O,143.14,4.0,0.667,0.37
CHEMBL1908394,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,543.62,1.0,0.333,5.09
CHEMBL1046,NCCCCCC(=O)O,131.18,4.0,0.833,0.59
CHEMBL3989750,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,456.42,4.0,1.0,-3.25
CHEMBL1200832,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,327.9,4.0,0.333,4.88
CHEMBL1213583,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,310.44,3.0,0.667,3.66
CHEMBL3544906,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl,275.82,4.0,0.294,3.75
CHEMBL3707372,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(C)C,861.02,4.0,0.714,5.35
CHEMBL544,COc1ccc(O)cc1,124.14,4.0,0.143,1.4
CHEMBL1200880,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,389.52,4.0,0.333,4.36
CHEMBL1697768,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],481.42,4.0,0.056,2.63
CHEMBL4173394,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],854.04,4.0,0.213,9.31
CHEMBL2141712,COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,406.43,1.0,0.208,4.6
CHEMBL2104793,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl,281.83,4.0,0.562,3.44
CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,274.8,4.0,0.312,3.82
CHEMBL1200383,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,403.54,4.0,0.455,4.42
CHEMBL1201134,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,390.47,4.0,0.9,4.31
CHEMBL1200751,O.S=c1[nH]cnc2nc[nH]c12,170.2,4.0,0.0,0.64
CHEMBL356388,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,289.34,2.0,0.429,2.44
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,417.42,2.0,0.474,1.82
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.36,4.0,0.294,2.41
CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.75,4.0,0.143,-0.35
CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,130.08,4.0,0.0,-0.8
CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,248.31,4.0,0.167,1.96
CHEMBL122270,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,337.46,2.0,0.409,4.24
CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,218.25,4.0,0.778,0.98
CHEMBL3545196,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1.Cl.Cl,585.36,1.0,0.269,5.77
CHEMBL452231,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.66,4.0,0.469,2.75
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.39,4.0,0.25,3.86
CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.07,4.0,1.0,-1.66
CHEMBL3989821,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.Cl.O.O.O.O.O.[Cl-],771.73,4.0,0.351,6.7
CHEMBL488937,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,340.45,2.0,0.211,3.47
CHEMBL503160,O=C(O)/C=C/C(=O)O,116.07,4.0,0.0,-0.29
CHEMBL2103827,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,213.19,4.0,0.222,-0.46
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.36,4.0,0.118,2.56
CHEMBL589390,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,319.45,3.0,0.381,3.88
CHEMBL1721515,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,404.42,3.0,0.75,-2.45
CHEMBL1256175,CC(=O)O.CNC(=N)NCCC[C@H](N)C(=O)O,248.28,3.0,0.667,-1.08
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,264.31,4.0,0.091,1.17
CHEMBL1200448,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O.[Na+].[Na+],362.58,4.0,0.143,2.07
CHEMBL1200629,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],637.74,4.0,0.941,5.97
CHEMBL1964546,Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,307.33,0.5,0.0,2.55
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.29,4.0,0.1,4.72
CHEMBL1256686,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,523.63,2.0,0.552,5.53
CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,402.49,4.0,0.739,2.56
CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.28,4.0,0.562,2.68
CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41,4.0,0.4,4.21
CHEMBL524004,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,340.44,4.0,0.381,2.7
CHEMBL48802,C[S+]([O-])CCCCN=C=S,177.29,3.0,0.833,1.25
CHEMBL363449,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,360.38,3.0,0.474,2.31
CHEMBL544665,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,343.94,4.0,0.684,3.2
CHEMBL539770,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,317.9,4.0,0.4,4.99
CHEMBL1485,N=C(N)NCCC[C@H](N)C(=O)O,174.2,4.0,0.667,-1.34
CHEMBL1200347,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],480.43,4.0,0.435,4.11
CHEMBL1085699,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,610.71,3.0,0.314,4.95
CHEMBL1902981,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,259.39,3.0,0.588,3.55
CHEMBL3545254,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@]12C,399.66,3.0,0.889,7.86
CHEMBL39736,CCCCNC(=N)NC(=N)N,157.22,4.0,0.667,-0.21
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,149.21,4.0,0.8,0.11
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35,4.0,0.583,-0.18
CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,392.58,4.0,0.958,4.48
CHEMBL460785,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,199.63,2.0,1.0,-2.97
CHEMBL321248,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,166.14,2.0,0.167,-1.05
CHEMBL3707303,O=C([O-])[C@@H]1CCC(O)=N1.O=C([O-])[C@@H]1CCC(O)=N1.[Mg+2],280.52,2.0,0.6,-0.65
CHEMBL278172,CCOC(=O)c1ccc(N)cc1,165.19,4.0,0.222,1.45
CHEMBL1200839,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,809.13,4.0,0.5,3.12
CHEMBL1200970,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,348.94,4.0,0.368,5.02
CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,295.3,4.0,0.062,2.97
CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,277.27,4.0,0.111,1.15
CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,485.51,4.0,0.308,5.82
CHEMBL1201753,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,421.47,4.0,0.28,4.52
CHEMBL46730,c1ccc2c(c1)ccc1ccccc12,178.23,1.0,0.0,3.99
CHEMBL1200532,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,332.9,4.0,0.333,4.24
CHEMBL54349,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,404.34,4.0,0.333,5.5
CHEMBL2021422,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],332.24,4.0,0.538,3.38
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.24,4.0,0.25,1.42
CHEMBL1200820,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],539.55,4.0,0.478,-0.24
CHEMBL1411,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,280.33,2.0,0.615,-0.02
CHEMBL53418,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,240.21,4.0,0.0,1.87
